Step,AgentID,voted_for,num_votes,is_winner,num_wins,threshold,exit_probability,type,opinion1
5,8,,,,,,,voter,0.9685457843837484
5,9,,,,,,,voter,0.7078753301817116
5,10,,,,,,,voter,0.12559539860734958
5,11,,,,,,,voter,0.9653384189289855
5,12,,,,,,,voter,0.8064805701977665
5,13,,,,,,,voter,0.47804742956456214
5,14,,,,,,,voter,0.9337431405917832
5,15,,,,,,,voter,0.8151610605017898
5,16,,,,,,,voter,0.16897769011371755
5,17,,,,,,,voter,0.8279573651204574
5,18,,,,,,,voter,0.6531085691840138
5,19,,,,,,,voter,0.615329986251283
5,20,,,,,,,voter,0.1552483420372649
5,21,,,,,,,voter,0.4112799625411737
5,22,,,,,,,voter,0.48758140890920254
5,23,,,,,,,voter,0.7209172273136791
5,24,,,,,,,voter,0.8238879161023359
5,25,,,,,,,voter,0.980373962429508
5,26,,,,,,,voter,0.6192993253250952
5,27,,,,,,,voter,0.02582645249485227
5,28,,,,,,,voter,0.8758116345776423
5,29,,,,,,,voter,0.6032002871217831
5,30,,,,,,,voter,0.07407369376876694
5,31,,,,,,,voter,0.9922780947871629
5,32,,,,,,,voter,0.8461811181720427
5,33,,,,,,,voter,0.629769888759728
5,34,,,,,,,voter,0.2462563075812223
5,35,,,,,,,voter,0.0034776959756934733
5,36,,,,,,,voter,0.7727230961740279
5,37,,,,,,,voter,0.9985074931365088
5,38,,,,,,,voter,0.4502391845614866
5,39,,,,,,,voter,0.3189288674373776
5,40,,,,,,,voter,0.15032990596892437
5,41,,,,,,,voter,0.6623829599945449
5,42,,,,,,,voter,0.5174053856530753
5,43,,,,,,,voter,0.39706817158913077
5,44,,,,,,,voter,0.06038159055136738
5,45,,,,,,,voter,0.17081174990424353
5,46,,,,,,,voter,0.3386064566523018
5,47,,,,,,,voter,0.28060068940625194
5,48,,,,,,,voter,0.37311621585572086
5,49,,,,,,,voter,0.1967771047738196
5,50,,,,,,,voter,0.8820048210823677
5,51,,,,,,,voter,0.6241773054582952
5,52,,,,,,,voter,0.877998894168332
5,53,,,,,,,voter,0.9339641350891916
5,54,,,,,,,voter,0.839804471108769
5,55,,,,,,,voter,0.6579109061945336
5,56,,,,,,,voter,0.852429932212535
5,57,,,,,,,voter,0.5623682524848367
5,58,,,,,,,voter,0.13153777338011485
5,59,,,,,,,voter,0.6778660934548406
5,60,,,,,,,voter,0.4795132462785304
5,61,,,,,,,voter,0.7038333022276446
5,62,,,,,,,voter,0.8490768454596049
5,63,,,,,,,voter,0.8521290399807969
5,64,,,,,,,voter,0.6539993593481648
5,65,,,,,,,voter,0.8747512626596877
5,66,,,,,,,voter,0.3430762965901084
5,67,,,,,,,voter,0.3369618225208094
5,68,,,,,,,voter,1.0
5,69,,,,,,,voter,0.3770251792785009
5,70,,,,,,,voter,0.5971696691075996
5,71,,,,,,,voter,0.635661837711495
5,72,,,,,,,voter,0.33436930934604603
5,73,,,,,,,voter,0.045014372338202935
5,74,,,,,,,voter,0.1514114739510629
5,75,,,,,,,voter,0.29099617768863295
5,76,,,,,,,voter,0.10565748815931764
5,77,,,,,,,voter,0.0374154546594434
5,78,,,,,,,voter,0.19199154501723192
5,79,,,,,,,voter,0.48971245649356254
5,80,,,,,,,voter,0.4743554499334156
5,81,,,,,,,voter,0.00986447754930031
5,82,,,,,,,voter,0.8705242839591949
5,83,,,,,,,voter,0.6021423154232628
5,84,,,,,,,voter,0.39351796319198284
5,85,,,,,,,voter,0.5795760977992699
5,86,,,,,,,voter,0.5530131875453652
5,87,,,,,,,voter,0.5443453364892799
5,88,,,,,,,voter,0.7411238140451639
5,89,,,,,,,voter,0.31039866522464554
5,90,,,,,,,voter,0.712565829302431
5,91,,,,,,,voter,0.27246796243142435
5,92,,,,,,,voter,0.24550676502471525
